transect_id,sample,sampling_date,season,CSI_transect,NCDOT_transect,origin,MOM_log_mean,MOM_log_sort,MOM_log_skew,MOM_log_kurt,FW_phi_mean,FW_phi_sort,FW_phi_skew,FW_phi_kurt,description,%vc_gravel,%c_gravel,%m_gravel,%f_gravel,%vf_gravel,%vc_sand,%c_sand,%m_sand,%f_sand,%vf_sand,
feb2017_C11C,S4,2017-02-19,winter,C11,C11,CSI,1.93,0.59,-0.12,3.52,1.93,0.58,0.08,1.07,Medium Sand,0,0,0,0,0.0005457238637249550,0.00257269821470336,0.04607468620877840,0.5480626802837760,0.3640757776565060,0.038668433772511100,
feb2017_C11C,S5,2017-02-19,winter,C11,C11,CSI,2.14,0.58,-0.26,2.92,2.16,0.59,0.03,0.93,Fine Sand,0,0,0,0,0.00038657801144270900,0.0005412092160197930,0.028142879233029200,0.40575228081026800,0.5088912942631820,0.056285758466058500,
feb2017_T01C,S1,2017-02-19,winter,T01,T01,CSI,0.53,0.89,0.55,2.20,0.35,0.86,0.89,0.45,Coarse Sand,0,0,0,0,0.35825334595106100,0.16695957820738100,0.1547924834392320,0.26064620792213100,0.05887521968365550,0.00047316479653913800,
feb2017_T01C,S2,2017-02-19,winter,T01,T01,CSI,0.54,0.82,0.62,2.30,0.33,0.81,0.93,0.46,Coarse Sand,0,0,0,0,0.4056010069225930,0.11684497587581300,0.16435913572477400,0.2688273547304380,0.04368575624082230,0.0006817705055590520,
feb2017_T01C,S3,2017-02-19,winter,T01,T01,CSI,1.55,0.60,-0.96,4.78,1.57,0.54,-0.21,1.27,Medium Sand,0,0,0,0,0.0033803281391705800,0.023909638057548000,0.11732212053755500,0.6881028938906750,0.16522384368043500,0.0020611756946162100,
feb2017_T01C,S4,2017-02-19,winter,T01,T01,CSI,1.42,0.46,0.20,3.52,1.42,0.46,0.01,1.12,Medium Sand,0,0,0,0,0.0,0.000534973920021399,0.16490571084659600,0.7579911729303200,0.07482947706299320,0.0017386652400695500,
feb2017_T01C,S5,2017-02-19,winter,T01,T01,CSI,1.30,0.76,-0.42,3.24,1.30,0.76,-0.20,1.19,Medium Sand,0,0,0,0,0.004448949709973530,0.07016951061553190,0.2141127442698650,0.5814045165286930,0.12068480036042100,0.009179478515515010,
feb2017_T02C,S1,2017-02-19,winter,T02,T02,CSI,0.00,0.23,7.40,89.19,-0.52,-0.32,0.00,0.74,Very Coarse Sand,0,0,0,0,0.9644577087431320,0.02374008003798410,0.0026453232042325200,0.003934070406294510,0.004273214406837140,0.0009496032015193650,
feb2017_T02C,S2,2017-02-19,winter,T02,T02,CSI,0.55,0.96,0.56,2.12,0.39,0.95,0.78,0.45,Coarse Sand,0,0,0,0,0.30224688684353000,0.2146047644829450,0.15924472116946400,0.22766648619382800,0.09522198159177040,0.0010151597184623700,
feb2017_T02C,S3,2017-02-19,winter,T02,T02,CSI,1.19,0.93,-0.09,2.48,1.15,1.01,-0.14,1.09,Medium Sand,0,0,0,0,0.026843741169822000,0.10718658754827200,0.26627107469153200,0.42403692191767900,0.1555053216539510,0.020156353018743500,
feb2017_T02C,S4,2017-02-19,winter,T02,T02,CSI,0.98,0.67,0.42,3.02,0.96,0.67,0.08,0.91,Coarse Sand,0,0,0,0,0.0,0.048635291474783800,0.4851735370099970,0.4062113894192970,0.05447601931933060,0.005503762776592160,
feb2017_T02C,S5,2017-02-19,winter,T02,T02,CSI,1.30,0.51,0.06,4.06,1.29,0.48,-0.01,1.09,Medium Sand,0,0,0,0,0.01751336898395720,0.00447860962566845,0.21664438502673800,0.7000000000000000,0.05842245989304810,0.0029411764705882400,
feb2017_T03C,S1,2017-02-19,winter,T03,T03,CSI,0.52,0.92,0.48,2.19,0.36,0.97,0.42,0.47,Coarse Sand,0,0,0,0,0.20758061217533600,0.25216442838639300,0.22878178471606800,0.24057536301043000,0.07062512782057400,0.0002726838911991280,
feb2017_T03C,S2,2017-02-19,winter,T03,T03,CSI,0.97,0.87,-0.24,2.20,0.91,1.00,-0.23,0.95,Coarse Sand,0,0,0,0,0.044137181499818900,0.14871392343919800,0.2837217727327620,0.4265789155899050,0.0958821398381838,0.0009660669001328340,
feb2017_T03C,S3,2017-02-19,winter,T03,T03,CSI,1.68,0.59,-0.92,4.87,1.72,0.56,-0.19,1.23,Medium Sand,0,0,0,0,0.0,0.015993537964458800,0.09811523963381800,0.6301023155627360,0.2522886375875070,0.0035002692514808800,
feb2017_T03C,S4,2017-02-19,winter,T03,T03,CSI,1.34,0.47,0.30,3.57,1.32,0.47,-0.02,1.05,Medium Sand,0,0,0,0,0.0,0.0009288500835965080,0.22125208991268800,0.7171961112143170,0.058951018638925000,0.0016719301504737100,
feb2017_T03C,S5,2017-02-19,winter,T03,T03,CSI,0.88,0.68,-0.08,3.06,0.87,0.71,-0.07,1.12,Coarse Sand,0,0,0,0,0.015678299658882200,0.09295460509052740,0.464576226712149,0.39090789818945200,0.03463657832589870,0.0012463920230910500,
feb2017_T04C,S1,2017-02-19,winter,T04,T04,CSI,-0.01,0.24,3.67,45.20,-0.54,-0.29,-0.18,0.55,Very Coarse Sand,0,0,0,0,0.9309216618309770,0.051731588369652500,0.007963454534230510,0.006420149391937780,0.00296314587320205,0.0,
feb2017_T04C,S2,2017-02-19,winter,T04,T04,CSI,0.66,0.94,0.13,1.93,0.48,1.05,0.02,0.51,Coarse Sand,0,0,0,0,0.1436610013780430,0.23064997703261400,0.22485071198897600,0.3247014239779510,0.07533302710151590,0.0008038585209003220,
feb2017_T04C,S3,2017-02-19,winter,T04,T04,CSI,1.81,0.56,-0.92,5.26,1.84,0.54,-0.11,1.25,Medium Sand,0,0,0,0,0.0003927112786679230,0.011310084825636200,0.06440464970153940,0.5855325164938740,0.3296418473138550,0.008718190386427900,
feb2017_T04C,S4,2017-02-19,winter,T04,T04,CSI,1.14,0.58,0.30,3.04,1.14,0.59,0.03,0.95,Medium Sand,0,0,0,0,0.0,0.011476664116296900,0.4143958566299810,0.5158613383556000,0.055853098699311400,0.0024130421988111400,
feb2017_T04C,S5,2017-02-19,winter,T04,T04,CSI,0.91,0.64,-0.12,3.12,0.90,0.65,-0.08,1.07,Coarse Sand,0,0,0,0,0.006642542011599660,0.08055321469290640,0.4623506667327620,0.4228424131264560,0.026471025628315100,0.001140137807961140,
feb2017_T05C,S1,2017-02-19,winter,T05,T05,CSI,-0.04,0.28,1.95,29.79,-0.58,-0.25,-1.10,0.23,Very Coarse Sand,0,0,0,0,0.8666378003896950,0.10516345529335400,0.01899761853214980,0.0066031608573284300,0.0017861008876380200,0.0008118640398354620,
feb2017_T05C,S2,2017-02-19,winter,T05,T05,CSI,1.17,0.87,-0.31,2.42,1.13,1.00,-0.24,1.12,Medium Sand,0,0,0,0,0.049304196564470500,0.09219395520765380,0.2606544901065450,0.43020221787345100,0.16443792128723600,0.0032072189606436200,
feb2017_T05C,S3,2017-02-19,winter,T05,T05,CSI,1.95,0.58,-0.85,5.18,1.97,0.55,-0.01,1.30,Medium Sand,0,0,0,0,0.0,0.0094375,0.050562500000000000,0.496125,0.42418750000000000,0.0196875,
feb2017_T05C,S4,2017-02-19,winter,T05,T05,CSI,1.67,0.61,0.06,3.84,1.68,0.61,0.06,1.32,Medium Sand,0,0,0,0,0.0006766815536608470,0.006766815536608470,0.10380295033157400,0.6597645148193260,0.20307213425362000,0.025916903505210400,
feb2017_T05C,S5,2017-02-19,winter,T05,T05,CSI,0.53,0.70,0.27,2.74,0.51,0.73,-0.01,0.93,Coarse Sand,0,0,0,0,0.006096423017107310,0.25530326594090200,0.48690513219284600,0.23433903576982900,0.016671850699844500,0.0006842923794712290,
feb2017_T06C,S1,2017-02-19,winter,T06,T06,CSI,-0.11,0.43,1.04,8.51,-0.45,0.14,7.25,-2.88,Very Coarse Sand,0,0,0,0,0.561114742408937,0.3142789232871830,0.10475964109572800,0.01675678887634440,0.0024362707231564600,0.0006536336086517320,
feb2017_T06C,S2,2017-02-19,winter,T06,T06,CSI,0.76,0.80,-0.06,2.34,0.70,0.91,-0.18,0.94,Coarse Sand,0,0,0,0,0.04575674618693780,0.17809933515838900,0.36488071959327300,0.3701212358232300,0.040203363316386400,0.0009385999217833400,
feb2017_T06C,S3,2017-02-19,winter,T06,T06,CSI,1.49,0.50,-0.90,5.61,1.51,0.46,-0.07,1.25,Medium Sand,0,0,0,0,0.0,0.015870933892969600,0.0968651626442812,0.7873819517313750,0.09955403987408180,0.0003279118572927600,
feb2017_T06C,S4,2017-02-19,winter,T06,T06,CSI,0.93,0.61,0.16,3.49,0.91,0.60,-0.04,1.03,Coarse Sand,0,0,0,0,0.001175951785976780,0.06159047479053360,0.48155225635748900,0.4116566220784950,0.040129354696457400,0.0038953402910480700,
feb2017_T06C,S5,2017-02-19,winter,T06,T06,CSI,0.24,0.77,1.40,4.62,0.05,0.65,1.73,-4.77,Coarse Sand,0,0,0,0,0.6454258325483460,0.13010472654734900,0.046212666925250700,0.14451155316673100,0.02986645979941270,0.003878761012910730,
feb2017_T07C,S1,2017-02-19,winter,T07,T07,CSI,0.03,0.54,1.75,8.07,-0.33,0.31,3.02,6.15,Very Coarse Sand,0,0,0,0,0.5846938775510210,0.23724489795918400,0.11301020408163300,0.054081632653061200,0.010778061224489800,0.00019132653061224500,
feb2017_T07C,S2,2017-02-19,winter,T07,T07,CSI,0.63,0.84,0.13,2.08,0.48,0.95,-0.02,0.60,Coarse Sand,0,0,0,0,0.11120557728277500,0.21713994218670300,0.3167261803548150,0.315309187779856,0.039619112395851000,0.0,
feb2017_T07C,S3,2017-02-19,winter,T07,T07,CSI,1.53,0.47,-0.98,5.35,1.55,0.44,-0.13,1.30,Medium Sand,0,0,0,0,0.000982680260410269,0.01185358064119890,0.09255619702739220,0.7989190517135490,0.09568849035745000,0.0,
feb2017_T07C,S4,2017-02-19,winter,T07,T07,CSI,1.24,0.82,-0.37,2.85,1.20,0.90,-0.31,1.19,Medium Sand,0,0,0,0,0.07428944401590220,0.05814988429359760,0.19533614193318700,0.5356909749006110,0.12466623153147800,0.011867323325224000,
feb2017_T07C,S5,2017-02-19,winter,T07,T07,CSI,1.10,0.58,-0.38,4.10,1.12,0.55,-0.11,1.12,Medium Sand,0,0,0,0,0.009997959600081620,0.03835951846561930,0.3397265864109370,0.5760048969598040,0.03509487859620490,0.0008161599673536010,
feb2017_T08C,S1,2017-02-19,winter,T08,T08,CSI,0.32,0.82,0.84,2.94,0.16,0.77,1.03,0.54,Coarse Sand,0,0,0,0,0.328350131908273,0.25698437394304300,0.20198877088547700,0.17675708584184500,0.03544612054386800,0.00047351687749441900,
feb2017_T08C,S2,2017-02-19,winter,T08,T08,CSI,1.02,0.78,-0.13,2.81,1.01,0.86,-0.16,1.10,Medium Sand,0,0,0,0,0.03615451587774370,0.07794528708243600,0.3662191266095400,0.4565366814828390,0.05746231040645190,0.005682078540988870,
feb2017_T08C,S3,2017-02-19,winter,T08,T08,CSI,1.31,0.60,-0.29,3.25,1.31,0.61,-0.09,1.05,Medium Sand,0,0,0,0,0.0,0.021999122229537000,0.2626179504059690,0.6140004388852320,0.10039499670836100,0.0009874917709019090,
feb2017_T08C,S4,2017-02-19,winter,T08,T08,CSI,1.31,0.88,-0.21,2.46,1.18,1.01,-0.27,1.05,Medium Sand,0,0,0,0,0.12032308494007300,0.04048983845753000,0.16555497655028700,0.48400208441896800,0.16498176133402800,0.024648254299114100,
feb2017_T08C,S5,2017-02-19,winter,T08,T08,CSI,1.02,0.66,-0.28,3.32,1.04,0.67,-0.15,1.13,Medium Sand,0,0,0,0,0.018012095713910100,0.06540888772022090,0.374375493031817,0.5032211412043130,0.037075992637391500,0.0019063896923481500,
feb2017_T09C,S1,2017-02-19,winter,T09,T09,CSI,0.18,0.71,1.24,4.23,-0.14,0.59,1.98,1.10,Very Coarse Sand,0,0,0,0,0.4902425425146360,0.2317396152773910,0.13270142180094800,0.12266517981600200,0.02265124059102310,0.0,
feb2017_T09C,S2,2017-02-19,winter,T09,T09,CSI,1.10,0.79,-0.47,2.61,1.09,0.92,-0.34,1.17,Medium Sand,0,0,0,0,0.05226669881842300,0.08554376657824940,0.2594043887147340,0.5158548348203520,0.08590547383650830,0.0010248372317337800,
feb2017_T09C,S3,2017-02-19,winter,T09,T09,CSI,1.66,0.50,-0.83,5.11,1.68,0.46,-0.19,1.31,Medium Sand,0,0,0,0,0.0020344586432703900,0.006929874753639770,0.07788161993769470,0.7352660690444400,0.17585351897768500,0.0020344586432703900,
feb2017_T09C,S4,2017-02-19,winter,T09,T09,CSI,1.37,0.71,0.12,3.01,1.34,0.70,-0.06,1.01,Medium Sand,0,0,0,0,0.00045484080571799900,0.02111760883690710,0.289993502274204,0.5342430149447690,0.13476283300844700,0.019428200129954500,
feb2017_T09C,S5,2017-02-19,winter,T09,T09,CSI,0.63,0.74,0.11,2.46,0.57,0.86,-0.11,0.94,Coarse Sand,0,0,0,0,0.05448033611130240,0.19794751704662900,0.42027687857290400,0.30732144087058300,0.019147324195881300,0.0008265032026999100,
feb2017_T10C,S1,2017-02-19,winter,T10,T10,CSI,0.54,0.93,0.51,2.03,0.33,0.89,1.00,0.44,Coarse Sand,0,0,0,0,0.36288289827829300,0.17994616994916100,0.1205622249754350,0.26957747682317300,0.06660400734822920,0.00042722262571025800,
feb2017_T10C,S2,2017-02-19,winter,T10,T10,CSI,0.34,0.85,0.58,2.37,0.16,0.92,0.41,0.57,Coarse Sand,0,0,0,0,0.13742488424785700,0.3538567628805040,0.26943158309526200,0.21130923061767300,0.027977539158703600,0.0,
feb2017_T10C,S3,2017-02-19,winter,T10,T10,CSI,1.64,0.54,-0.84,4.49,1.67,0.51,-0.19,1.29,Medium Sand,0,0,0,0,0.0,0.011344678011344700,0.10101768435101800,0.6914414414414420,0.19552886219552900,0.000667334000667334,
feb2017_T10C,S4,2017-02-19,winter,T10,T10,CSI,1.21,0.65,0.28,3.27,1.20,0.65,0.00,1.01,Medium Sand,0,0,0,0,0.00022549609140108200,0.019768490679494900,0.3550811785929050,0.5385598316295850,0.07734515935057130,0.009019843656043300,
feb2017_T10C,S5,2017-02-19,winter,T10,T10,CSI,1.47,0.43,0.03,3.82,1.47,0.43,-0.01,1.19,Medium Sand,0,0,0,0,0.0,0.0012733446519524600,0.11613964346349700,0.8071943972835320,0.07417232597623090,0.001220288624787780,
feb2017_T11C,S1,2017-02-19,winter,T11,T11,CSI,0.44,0.93,0.71,2.36,0.29,0.90,1.03,0.48,Coarse Sand,0,0,0,0,0.331738768718802,0.24344841930116500,0.14512271214642300,0.20632279534109800,0.0728473377703827,0.0005199667221297840,
feb2017_T11C,S2,2017-02-19,winter,T11,T11,CSI,0.88,0.83,-0.18,2.17,0.84,0.95,-0.20,0.92,Coarse Sand,0,0,0,0,0.045492526227834,0.1509144926190700,0.3254108253644040,0.4185776622412030,0.059325967876706000,0.00027852567078265700,
feb2017_T11C,S3,2017-02-19,winter,T11,T11,CSI,1.36,0.52,-0.42,3.37,1.36,0.52,-0.11,0.99,Medium Sand,0,0,0,0,0.003078699249567060,0.008402283368610100,0.21692001795907900,0.6960425886729520,0.07555641074979150,0.0,
feb2017_T11C,S4,2017-02-19,winter,T11,T11,CSI,1.41,0.28,1.17,12.88,1.38,0.19,0.10,2.20,Medium Sand,0,0,0,0,0.0,0.000531428692897987,0.043640924260782700,0.9241544969495990,0.029845035393150900,0.001828114703569080,
feb2017_T11C,S5,2017-02-19,winter,T11,T11,CSI,0.29,0.70,0.68,2.93,0.25,0.76,0.19,1.02,Coarse Sand,0,0,0,0,0.02528131661131220,0.3956773905715560,0.4115897486739700,0.1567937341991770,0.010558667525901000,9.91424180835771E-05,
feb2017_T12C,S1,2017-02-19,winter,T12,T12,CSI,-0.02,0.46,1.75,9.89,-0.49,0.07,0.11,-0.77,Very Coarse Sand,0,0,0,0,0.7103515625,0.19140625,0.05468750000000000,0.03880208333333330,0.004752604166666670,0.0,
feb2017_T12C,S2,2017-02-19,winter,T12,T12,CSI,0.35,0.83,0.54,2.39,0.18,0.91,0.35,0.58,Coarse Sand,0,0,0,0,0.12813928406347900,0.34620717990858200,0.28781264444558600,0.21144265831236200,0.02629551640901850,0.00010271686097272900,
feb2017_T12C,S3,2017-02-19,winter,T12,T12,CSI,1.27,0.68,-0.74,3.41,1.29,0.68,-0.26,1.12,Medium Sand,0,0,0,0,0.0033384135278322100,0.057696494665795800,0.22019014442267200,0.6357500544306550,0.08237172508890340,0.0006531678641410840,
feb2017_T12C,S4,2017-02-19,winter,T12,T12,CSI,1.53,0.50,0.97,5.36,1.50,0.46,0.20,1.41,Medium Sand,0,0,0,0,4.33331888893704E-05,0.001473328422238590,0.0777830740564198,0.8048273172422760,0.09580968063439790,0.020063266455778500,
feb2017_T12C,S5,2017-02-19,winter,T12,T12,CSI,1.08,0.76,-0.59,2.62,1.09,0.79,-0.34,0.96,Medium Sand,0,0,0,0,0.008344998384839020,0.11892968665877000,0.2581027242381820,0.5572305373102190,0.05674598901690540,0.0006460643910843110,
feb2017_T13C,S1,2017-02-19,winter,T13,T13,CSI,0.01,0.66,1.82,7.12,-0.41,0.37,3.21,4.75,Very Coarse Sand,0,0,0,0,0.5108796603423110,0.3213480164521690,0.08544513732254210,0.053602229003582300,0.028724956879395000,0.0,
feb2017_T13C,S2,2017-02-19,winter,T13,T13,CSI,1.28,0.75,-0.44,2.79,1.29,0.75,-0.24,0.97,Medium Sand,0,0,0,0,0.006566683612946960,0.0582952042026775,0.26711574309439100,0.5329605151669210,0.13146076936112500,0.0036010845619386500,
feb2017_T13C,S3,2017-02-19,winter,T13,T13,CSI,1.53,0.44,-0.57,5.69,1.54,0.40,-0.17,1.27,Medium Sand,0,0,0,0,0.0,0.004742448562673280,0.07179337516416170,0.8610097767401140,0.0598278126368014,0.0026265868962498200,
feb2017_T13C,S4,2017-02-19,winter,T13,T13,CSI,1.44,0.59,0.31,3.56,1.41,0.56,-0.01,1.05,Medium Sand,0,0,0,0,0.0,0.0048654308061834100,0.21106115661760200,0.6602820718112950,0.10913346061464600,0.014657880150274100,
feb2017_T13C,S5,2017-02-19,winter,T13,T13,CSI,1.01,0.85,-0.02,2.56,0.98,0.90,-0.15,0.96,Coarse Sand,0,0,0,0,0.02148241206030150,0.1300251256281410,0.31520100502512600,0.44126884422110600,0.08172110552763820,0.010301507537688400,
feb2017_T14C,S1,2017-02-19,winter,T14,T14,CSI,0.60,0.99,0.39,1.93,0.40,1.08,0.34,0.48,Coarse Sand,0,0,0,0,0.1755957713671390,0.2678134145613090,0.20486173326166200,0.2521650839156660,0.0991459117243027,0.00041808516992175800,
feb2017_T14C,S2,2017-02-19,winter,T14,T14,CSI,0.72,0.81,0.12,2.20,0.71,0.89,-0.02,0.87,Coarse Sand,0,0,0,0,0.022110286320254500,0.2026511134676560,0.4033934252386000,0.32184517497348900,0.049575821845175000,0.00042417815482502700,
feb2017_T14C,S3,2017-02-19,winter,T14,T14,CSI,1.73,0.54,-1.10,5.37,1.78,0.51,-0.19,1.34,Medium Sand,0,0,0,0,0.0,0.01274911091726500,0.07696436959001540,0.6408105750520030,0.26840233510031500,0.0010736093404012600,
feb2017_T14C,S4,2017-02-19,winter,T14,T14,CSI,1.50,0.52,0.36,3.35,1.48,0.51,0.02,1.07,Medium Sand,0,0,0,0,0.0,0.0,0.1600218128938440,0.7112215220552590,0.12063742123121700,0.008119243819680080,
feb2017_T14C,S5,2017-02-19,winter,T14,T14,CSI,1.18,0.65,-0.25,2.91,1.20,0.71,-0.18,1.25,Medium Sand,0,0,0,0,0.10860111820184100,0.00988309708025075,0.22268029592816400,0.5898232337493650,0.06658383690066080,0.0024284181397187600,
feb2017_T15C,S1,2017-02-19,winter,T15,T15,CSI,0.08,0.74,1.25,4.29,-0.13,0.59,1.49,0.95,Very Coarse Sand,0,0,0,0,0.35955858487504100,0.36864654333008800,0.1436546575787080,0.103862382343395,0.024148003894839300,0.00012982797792924400,
feb2017_T15C,S2,2017-02-19,winter,T15,T15,CSI,0.50,0.94,0.37,1.99,0.37,1.01,0.26,0.55,Coarse Sand,0,0,0,0,0.11027284587894900,0.3214589596687280,0.24680923478359500,0.2629757785467130,0.05814283283226500,0.00034034828974984400,
feb2017_T15C,S3,2017-02-19,winter,T15,T15,CSI,1.63,0.62,-1.04,4.79,1.67,0.58,-0.28,1.37,Medium Sand,0,0,0,0,0.0013202456805005500,0.02445324608231450,0.11072843120372000,0.6450835198897880,0.21410940818552300,0.004305148958153950,
feb2017_T15C,S4,2017-02-19,winter,T15,T15,CSI,1.45,0.58,0.27,3.36,1.42,0.57,-0.01,1.03,Medium Sand,0,0,0,0,0.0007823414361553510,0.0033528918692372200,0.21341156747694900,0.6468846046381670,0.12411288069293100,0.01145571388656050,
feb2017_T15C,S5,2017-02-19,winter,T15,T15,CSI,1.35,0.54,-0.49,3.24,1.35,0.55,-0.16,1.05,Medium Sand,0,0,0,0,0.0,0.013198301208755300,0.22149624305782400,0.6944789284547530,0.06997713165632150,0.0008493956223456390,
feb2017_T16C,S1,2017-02-19,winter,T16,T16,CSI,0.54,0.99,0.62,2.13,0.39,0.97,0.87,0.45,Coarse Sand,0,0,0,0,0.31193255512321700,0.22572725588289800,0.14795256624050400,0.20506763016490600,0.1083472299425610,0.000972762645914397,
feb2017_T16C,S2,2017-02-19,winter,T16,T16,CSI,0.89,0.85,-0.07,2.21,0.86,0.96,-0.10,0.94,Coarse Sand,0,0,0,0,0.03662349263063870,0.15102405410578700,0.356919543163402,0.36910610604223800,0.08549735213424360,0.0008294519236904230,
feb2017_T16C,S3,2017-02-19,winter,T16,T16,CSI,1.80,0.53,-1.04,6.43,1.84,0.48,-0.07,1.39,Medium Sand,0,0,0,0,0.0021790240266070300,0.01273008773438840,0.04730775847238950,0.6492344744538100,0.27954584551866500,0.009002809794139570,
feb2017_T16C,S4,2017-02-19,winter,T16,T16,CSI,1.49,0.54,0.25,3.18,1.47,0.53,0.00,1.04,Medium Sand,0,0,0,0,0.0,0.0012919896640826900,0.17368032484311600,0.6859234649932320,0.1328288421311680,0.006275378368401620,
feb2017_T16C,S5,2017-02-19,winter,T16,T16,CSI,0.94,0.63,0.10,3.04,0.94,0.64,0.04,0.99,Coarse Sand,0,0,0,0,0.006079437989732510,0.05282356119967580,0.5000675493109970,0.4019184004323160,0.037962712780329600,0.0011483382869494700,
apr2017_C11N,S1,2017-04-26,spring,C11,NT59,NCDOT,-0.4,1.1,0.44,2.09,-0.64,1.16,0.45,0.58,Very Coarse Sand,0.0,0.0,0.0,0.16674626,0.27714151600000000,0.271543086,0.144288577,0.134268537,0.006012024,0.0,
apr2017_C11N,S2,2017-04-26,spring,C11,NT59,NCDOT,-0.16,1.03,0.28,2.38,-0.48,1.16,0.31,0.58,Very Coarse Sand,0.0,0.0,0.0,0.156438939,0.164202343,0.337675351,0.178356713,0.152304609,0.010522873,0.000499171,
apr2017_C11N,S3,2017-04-26,spring,C11,NT59,NCDOT,0.81,0.97,-0.99,3.2,0.78,1.12,-0.46,1.12,Coarse Sand,0.0,0.0,0.0,0.041201703,0.048155727,0.12951807200000000,0.24899598400000000,0.504016064,0.027612277,0.000500173,
apr2017_C11N,S4,2017-04-26,spring,C11,NT59,NCDOT,1.75,0.56,-0.31,5.21,1.77,0.59,0.1,0.83,Medium Sand,0.0,0.0,0.0,0.000201219,0.00080179,0.006018054,0.05115346,0.6108324970000000,0.314503818,0.016489161000000000,
apr2017_C09N,S1,2017-04-26,spring,C09,NT60,NCDOT,0.41,1.07,-0.41,2.37,0.39,1.22,-0.24,0.98,Coarse Sand,0.0,0.0,0.0,0.052230484,0.09621485200000000,0.179538616,0.35807422300000000,0.279839519,0.033602635,0.0004996720000000000,
apr2017_C09N,S2,2017-04-26,spring,C09,NT60,NCDOT,1.1,0.73,-0.85,4.23,1.13,0.77,-0.17,1.08,Medium Sand,0.0,0.0,0.0,0.01203021,0.00800987,0.05511022,0.328657315,0.527054108,0.067640764,0.0014975130000000000,
apr2017_C09N,S3,2017-04-26,spring,C09,NT60,NCDOT,0.8,0.94,-0.54,2.64,0.82,0.97,-0.24,0.87,Coarse Sand,0.0,0.0,0.0,0.009054667000000000,0.024077863000000000,0.17570281100000000,0.297188755,0.435742972,0.056732412,0.00150052,
apr2017_C09N,S4,2017-04-26,spring,C09,NT60,NCDOT,1.77,0.53,0.42,3.36,1.77,0.58,0.17,0.83,Medium Sand,0.0,0.0,0.0,0.0,0.0,0.001002004,0.043086172,0.641282565,0.290669057,0.023960202000000000,
apr2017_C07N,S1,2017-04-26,spring,C07,NT61,NCDOT,-0.34,1.18,0.53,2.21,-0.55,1.25,0.48,0.59,Very Coarse Sand,0.0,0.0,0.0,0.165306843,0.27501412,0.264794383,0.11334002,0.15446339,0.026581572,0.0004996720000000000,
apr2017_C07N,S2,2017-04-26,spring,C07,NT61,NCDOT,-0.02,1.05,0.2,2.24,0.0,1.14,0.11,0.99,Very Coarse Sand,0.0,0.0,0.0,0.043828646,0.126682889,0.382146439,0.250752257,0.177532598,0.019057172,0.0,
apr2017_C07N,S3,2017-04-26,spring,C07,NT61,NCDOT,1.0,0.78,-1.14,4.2,1.05,0.78,-0.29,1.06,Medium Sand,0.0,0.0,0.0,0.0038231530000000000,0.015234018,0.09327984,0.303911735,0.551654965,0.031096946,0.000999343,
apr2017_C07N,S4,2017-04-26,spring,C07,NT61,NCDOT,1.62,0.5,-0.13,6.4,1.63,0.55,0.12,1.08,Medium Sand,0.0,0.0,0.0,0.000201219,0.00080179,0.004012036,0.071213641,0.7151454360000000,0.19963179,0.008994088,
apr2017_C05N,S1,2017-04-26,spring,C05,NT62,NCDOT,-0.26,1.19,0.41,2.09,-0.61,1.25,0.64,0.46,Very Coarse Sand,0.0,0.0,0.0,0.20782332400000000,0.260581892,0.221664995,0.11334002,0.168505517,0.027584581,0.0004996720000000000,
apr2017_C05N,S2,2017-04-26,spring,C05,NT62,NCDOT,0.35,1.16,-0.34,1.95,0.28,1.35,-0.27,0.81,Coarse Sand,0.0,0.0,0.0,0.072912823,0.122673937,0.21263791400000000,0.221664995,0.34202607800000000,0.027584581,0.0004996720000000000,
apr2017_C05N,S3,2017-04-26,spring,C05,NT62,NCDOT,0.47,1.19,-0.43,2.05,0.44,1.31,-0.32,0.81,Coarse Sand,0.0,0.0,0.0,0.055799535,0.114541147,0.19038076200000000,0.209418838,0.38176352700000000,0.046099509000000000,0.001996683,
apr2017_C05N,S4,2017-04-26,spring,C05,NT62,NCDOT,1.52,0.52,-0.09,6.14,1.51,0.54,0.04,1.16,Medium Sand,0.0,0.0,0.0,0.0022094530000000000,0.000802595,0.004016064000000000,0.130522088,0.71686747,0.134578519,0.011003811,
apr2017_C03N,S1,2017-04-26,spring,C03,NT63,NCDOT,0.17,1.0,0.04,2.27,0.19,1.09,0.04,0.96,Coarse Sand,0.0,0.0,0.0,0.027545359,0.081782625,0.356068205,0.30892678,0.20661986,0.018557500000000000,0.0004996720000000000,
apr2017_C03N,S2,2017-04-26,spring,C03,NT63,NCDOT,0.5,1.06,-0.4,2.22,0.5,1.19,-0.24,0.88,Coarse Sand,0.0,0.0,0.0,0.0418214,0.07062839900000000,0.227911647,0.272088353,0.34939759,0.03815261,0.0,
apr2017_C03N,S3,2017-04-26,spring,C03,NT63,NCDOT,0.42,1.19,-0.35,1.94,0.44,1.27,-0.27,0.79,Coarse Sand,0.0,0.0,0.0,0.047275192,0.11236336300000000,0.229919679,0.197791165,0.36746988,0.04468055,0.000500173,
apr2017_C03N,S4,2017-04-26,spring,C03,NT63,NCDOT,1.5,0.58,-0.17,5.52,1.49,0.57,0.04,1.2,Medium Sand,0.0,0.0,0.0,0.000201219,0.00080179,0.011033099,0.150451354,0.685055165,0.13446919700000000,0.017988175,
